gene_ID	transcript_ID	annot_gene_id	annot_transcript_id	annot_gene_name	annot_transcript_name	n_exons	length	gene_novelty	transcript_novelty	ISM_subtype	barcode01	barcode02	barcode03	barcode04
28	68653	R2_153	TALONT000068653	TALONG000000028	TALONT000068653	2	818	Known	ISM	Suffix	247	89	124	210
28	68654	R2_153	TALONT000068654	TALONG000000028	TALONT000068654	2	817	Known	ISM	Suffix	102	27	31	87
9	68658	R1_103	TALONT000068658	TALONG000000009	TALONT000068658	3	846	Known	NIC	None	86	29	64	107
28	68661	R2_153	TALONT000068661	TALONG000000028	TALONT000068661	2	824	Known	ISM	Suffix	151	64	70	127
9	68663	R1_103	TALONT000068663	TALONG000000009	TALONT000068663	3	851	Known	NIC	None	187	72	151	267
9	68664	R1_103	TALONT000068664	TALONG000000009	TALONT000068664	3	891	Known	NIC	None	24	15	20	33
24	68667	R2_150	TALONT000068667	TALONG000000024	TALONT000068667	2	831	Known	NIC	None	20	8	14	24
9	68669	R1_103	TALONT000068669	TALONG000000009	TALONT000068669	2	830	Known	NIC	None	18	6	9	13
28	68671	R2_153	TALONT000068671	TALONG000000028	TALONT000068671	2	830	Known	NIC	None	77	27	49	78
9	68672	R1_103	TALONT000068672	TALONG000000009	TALONT000068672	3	844	Known	NIC	None	56	22	24	62
24	68673	R2_150	TALONT000068673	TALONG000000024	TALONT000068673	2	821	Known	NIC	None	190	68	91	188
28	68674	R2_153	TALONT000068674	TALONG000000028	TALONT000068674	2	804	Known	ISM	Suffix	166	67	97	147
24	68675	R2_150	TALONT000068675	TALONG000000024	TALONT000068675	2	820	Known	NIC	None	19	7	14	16
24	68677	R2_150	TALONT000068677	TALONG000000024	TALONT000068677	2	819	Known	NIC	None	115	55	77	127
24	68678	R2_150	TALONT000068678	TALONG000000024	TALONT000068678	2	815	Known	NIC	None	73	23	18	60
9	68679	R1_103	TALONT000068679	TALONG000000009	TALONT000068679	3	847	Known	NIC	None	69	31	41	72
9	68682	R1_103	TALONT000068682	TALONG000000009	TALONT000068682	3	857	Known	NIC	None	62	30	44	81
9	68686	R1_103	TALONT000068686	TALONG000000009	TALONT000068686	3	848	Known	NIC	None	70	24	32	67
28	68687	R2_153	TALONT000068687	TALONG000000028	TALONT000068687	3	870	Known	NIC	None	25	12	22	32
30	68689	R2_154	TALONT000068689	TALONG000000030	TALONT000068689	3	847	Known	ISM	Suffix	28	12	23	34
9	68694	R1_103	TALONT000068694	TALONG000000009	TALONT000068694	3	855	Known	NIC	None	46	16	13	37
9	68695	R1_103	TALONT000068695	TALONG000000009	TALONT000068695	3	859	Known	NIC	None	14	12	8	12
28	68696	R2_153	TALONT000068696	TALONG000000028	TALONT000068696	3	856	Known	NIC	None	56	27	40	81
24	68698	R2_150	TALONT000068698	TALONG000000024	TALONT000068698	2	828	Known	NIC	None	61	20	28	51
28	68700	R2_153	TALONT000068700	TALONG000000028	TALONT000068700	2	780	Known	NIC	None	58	31	33	62
9	68701	R1_103	TALONT000068701	TALONG000000009	TALONT000068701	3	852	Known	NIC	None	48	24	61	86
9	68711	R1_103	TALONT000068711	TALONG000000009	TALONT000068711	3	843	Known	NIC	None	12	5	10	17
28	68722	R2_153	TALONT000068722	TALONG000000028	TALONT000068722	3	842	Known	NIC	None	30	9	22	52
28	68734	R2_153	TALONT000068734	TALONG000000028	TALONT000068734	3	853	Known	NIC	None	38	16	24	37
9	68737	R1_103	TALONT000068737	TALONG000000009	TALONT000068737	3	843	Known	NIC	None	34	13	26	54
9	68749	R1_103	TALONT000068749	TALONG000000009	TALONT000068749	3	858	Known	NIC	None	64	35	48	75
150	68758	TALONG000000150	TALONT000068758	TALONG000000150	TALONT000068758	3	868	Antisense	NIC	None	196	79	135	171
150	68760	TALONG000000150	TALONT000068760	TALONG000000150	TALONT000068760	3	950	Antisense	NIC	None	43	21	33	31
150	68761	TALONG000000150	TALONT000068761	TALONG000000150	TALONT000068761	3	853	Antisense	NIC	None	16	9	11	18
150	68763	TALONG000000150	TALONT000068763	TALONG000000150	TALONT000068763	2	807	Antisense	NIC	None	56	30	36	67
150	68766	TALONG000000150	TALONT000068766	TALONG000000150	TALONT000068766	3	869	Antisense	NIC	None	23	11	6	18
160	68767	TALONG000000160	TALONT000068767	TALONG000000160	TALONT000068767	2	827	Antisense	ISM	Prefix	129	42	83	149
150	68772	TALONG000000150	TALONT000068772	TALONG000000150	TALONT000068772	2	819	Antisense	ISM	Prefix	45	13	31	34
151	68774	TALONG000000151	TALONT000068774	TALONG000000151	TALONT000068774	3	891	Antisense	ISM	Prefix	180	67	103	162
160	68775	TALONG000000160	TALONT000068775	TALONG000000160	TALONT000068775	2	834	Antisense	NIC	None	29	8	14	32
150	68788	TALONG000000150	TALONT000068788	TALONG000000150	TALONT000068788	3	860	Antisense	NIC	None	21	12	20	27
160	68797	TALONG000000160	TALONT000068797	TALONG000000160	TALONT000068797	2	803	Antisense	NIC	None	83	18	46	64
160	68800	TALONG000000160	TALONT000068800	TALONG000000160	TALONT000068800	2	830	Antisense	ISM	Prefix	50	18	28	59
150	68805	TALONG000000150	TALONT000068805	TALONG000000150	TALONT000068805	2	815	Antisense	NIC	None	30	11	18	27
150	68806	TALONG000000150	TALONT000068806	TALONG000000150	TALONT000068806	3	868	Antisense	NIC	None	18	5	7	14
150	68809	TALONG000000150	TALONT000068809	TALONG000000150	TALONT000068809	3	858	Antisense	NIC	None	20	8	15	25
150	68811	TALONG000000150	TALONT000068811	TALONG000000150	TALONT000068811	3	887	Antisense	NIC	None	18	12	15	16
150	68813	TALONG000000150	TALONT000068813	TALONG000000150	TALONT000068813	3	885	Antisense	NIC	None	33	12	17	30
150	68816	TALONG000000150	TALONT000068816	TALONG000000150	TALONT000068816	3	850	Antisense	NIC	None	10	11	10	10
150	68818	TALONG000000150	TALONT000068818	TALONG000000150	TALONT000068818	2	809	Antisense	NIC	None	25	11	17	28
151	68821	TALONG000000151	TALONT000068821	TALONG000000151	TALONT000068821	4	909	Antisense	NIC	None	56	22	31	35
160	68822	TALONG000000160	TALONT000068822	TALONG000000160	TALONT000068822	2	815	Antisense	NIC	None	27	9	13	35
150	68824	TALONG000000150	TALONT000068824	TALONG000000150	TALONT000068824	2	811	Antisense	NIC	None	6	5	7	8
150	68829	TALONG000000150	TALONT000068829	TALONG000000150	TALONT000068829	2	818	Antisense	NIC	None	11	5	7	8
160	68831	TALONG000000160	TALONT000068831	TALONG000000160	TALONT000068831	3	852	Antisense	NIC	None	52	19	30	42
150	68832	TALONG000000150	TALONT000068832	TALONG000000150	TALONT000068832	3	846	Antisense	NIC	None	24	14	14	28
150	68841	TALONG000000150	TALONT000068841	TALONG000000150	TALONT000068841	3	850	Antisense	NIC	None	13	6	9	17
150	68845	TALONG000000150	TALONT000068845	TALONG000000150	TALONT000068845	2	824	Antisense	NIC	None	10	6	12	11
150	68848	TALONG000000150	TALONT000068848	TALONG000000150	TALONT000068848	3	846	Antisense	NIC	None	17	8	11	17
150	68855	TALONG000000150	TALONT000068855	TALONG000000150	TALONT000068855	4	919	Antisense	NIC	None	22	11	14	24
160	68858	TALONG000000160	TALONT000068858	TALONG000000160	TALONT000068858	3	824	Antisense	NIC	None	18	5	17	16
160	68866	TALONG000000160	TALONT000068866	TALONG000000160	TALONT000068866	3	691	Antisense	NIC	None	13	7	9	16
150	68870	TALONG000000150	TALONT000068870	TALONG000000150	TALONT000068870	2	830	Antisense	NIC	None	14	7	7	15
160	68891	TALONG000000160	TALONT000068891	TALONG000000160	TALONT000068891	2	831	Antisense	NIC	None	16	5	5	19
160	68899	TALONG000000160	TALONT000068899	TALONG000000160	TALONT000068899	3	842	Antisense	NIC	None	6	5	5	8
160	68901	TALONG000000160	TALONT000068901	TALONG000000160	TALONT000068901	2	816	Antisense	NIC	None	24	5	13	27
150	68902	TALONG000000150	TALONT000068902	TALONG000000150	TALONT000068902	4	903	Antisense	NIC	None	23	9	14	28
163	68905	TALONG000000163	TALONT000068905	TALONG000000163	TALONT000068905	2	823	Antisense	NIC	None	29	9	24	40
9	68913	R1_103	TALONT000068913	TALONG000000009	TALONT000068913	3	893	Known	NIC	None	29	13	23	20
28	68919	R2_153	TALONT000068919	TALONG000000028	TALONT000068919	3	865	Known	NIC	None	16	6	10	14
28	68922	R2_153	TALONT000068922	TALONG000000028	TALONT000068922	3	871	Known	NIC	None	23	7	28	29
28	68926	R2_153	TALONT000068926	TALONG000000028	TALONT000068926	3	864	Known	NIC	None	32	13	19	36
9	68947	R1_103	TALONT000068947	TALONG000000009	TALONT000068947	2	484	Known	ISM	Prefix	7	7	9	12
28	68959	R2_153	TALONT000068959	TALONG000000028	TALONT000068959	3	848	Known	NIC	None	21	5	12	23
9	68964	R1_103	TALONT000068964	TALONG000000009	TALONT000068964	2	1002	Known	NIC	None	9	6	14	12
28	68974	R2_153	TALONT000068974	TALONG000000028	TALONT000068974	2	827	Known	NIC	None	15	6	7	16
9	68977	R1_103	TALONT000068977	TALONG000000009	TALONT000068977	3	884	Known	NIC	None	23	14	15	30
150	68985	TALONG000000150	TALONT000068985	TALONG000000150	TALONT000068985	3	843	Antisense	NIC	None	17	7	8	25
150	69011	TALONG000000150	TALONT000069011	TALONG000000150	TALONT000069011	4	873	Antisense	NIC	None	33	11	21	34
163	69013	TALONG000000163	TALONT000069013	TALONG000000163	TALONT000069013	3	854	Antisense	NIC	None	37	11	20	29
150	69014	TALONG000000150	TALONT000069014	TALONG000000150	TALONT000069014	2	830	Antisense	NIC	None	19	15	11	14
163	69047	TALONG000000163	TALONT000069047	TALONG000000163	TALONT000069047	3	856	Antisense	NIC	None	11	6	8	13
160	69061	TALONG000000160	TALONT000069061	TALONG000000160	TALONT000069061	2	813	Antisense	NIC	None	15	10	11	19
150	69073	TALONG000000150	TALONT000069073	TALONG000000150	TALONT000069073	3	855	Antisense	NIC	None	15	6	9	22
150	69144	TALONG000000150	TALONT000069144	TALONG000000150	TALONT000069144	3	884	Antisense	NIC	None	15	5	10	15
24	69167	R2_150	TALONT000069167	TALONG000000024	TALONT000069167	2	830	Known	NIC	None	10	11	5	18
24	69241	R2_150	TALONT000069241	TALONG000000024	TALONT000069241	3	849	Known	NIC	None	23	6	21	31
28	69249	R2_153	TALONT000069249	TALONG000000028	TALONT000069249	2	792	Known	NIC	None	23	11	17	25
28	69259	R2_153	TALONT000069259	TALONG000000028	TALONT000069259	3	846	Known	NIC	None	21	8	15	10
28	69491	R2_153	TALONT000069491	TALONG000000028	TALONT000069491	2	811	Known	NIC	None	18	5	6	16
9	69517	R1_103	TALONT000069517	TALONG000000009	TALONT000069517	3	854	Known	NIC	None	15	9	9	17
9	69523	R1_103	TALONT000069523	TALONG000000009	TALONT000069523	3	863	Known	NIC	None	15	6	11	15
28	69552	R2_153	TALONT000069552	TALONG000000028	TALONT000069552	2	809	Known	ISM	Prefix	17	7	7	7
28	69589	R2_153	TALONT000069589	TALONG000000028	TALONT000069589	2	807	Known	NIC	None	6	6	8	17
160	70678	TALONG000000160	TALONT000070678	TALONG000000160	TALONT000070678	3	881	Antisense	NIC	None	13	6	10	9
160	70987	TALONG000000160	TALONT000070987	TALONG000000160	TALONT000070987	2	717	Antisense	ISM	Suffix	17	7	9	8
150	74342	TALONG000000150	TALONT000074342	TALONG000000150	TALONT000074342	1	712	Antisense	ISM	None	8746	2777	4753	7658
9	74344	R1_103	TALONT000074344	TALONG000000009	TALONT000074344	2	657	Known	ISM	Suffix	394	95	251	384
151	74345	TALONG000000151	TALONT000074345	TALONG000000151	TALONT000074345	2	654	Antisense	ISM	Prefix	416	123	246	383
9	74348	R1_103	TALONT000074348	TALONG000000009	TALONT000074348	2	756	Known	ISM	Suffix	78	14	62	68
9	74349	R1_103	TALONT000074349	TALONG000000009	TALONT000074349	2	743	Known	ISM	Suffix	102	31	79	83
9	74351	R1_103	TALONT000074351	TALONG000000009	TALONT000074351	2	726	Known	ISM	Suffix	54	15	34	54
28	74355	R2_153	TALONT000074355	TALONG000000028	TALONT000074355	2	739	Known	ISM	Suffix	89	18	51	79
9	74364	R1_103	TALONT000074364	TALONG000000009	TALONT000074364	2	720	Known	ISM	Suffix	19	7	11	27
9	74370	R1_103	TALONT000074370	TALONG000000009	TALONT000074370	2	730	Known	ISM	Suffix	115	29	62	98
150	74375	TALONG000000150	TALONT000074375	TALONG000000150	TALONT000074375	2	743	Antisense	ISM	Prefix	67	18	39	54
150	74376	TALONG000000150	TALONT000074376	TALONG000000150	TALONT000074376	2	730	Antisense	ISM	Prefix	135	31	82	93
160	74377	TALONG000000160	TALONT000074377	TALONG000000160	TALONT000074377	2	756	Antisense	ISM	Prefix	119	22	71	98
151	74382	TALONG000000151	TALONT000074382	TALONG000000151	TALONT000074382	2	755	Antisense	ISM	Prefix	37	16	30	42
150	74384	TALONG000000150	TALONT000074384	TALONG000000150	TALONT000074384	2	757	Antisense	ISM	Prefix	30	6	10	31
150	74389	TALONG000000150	TALONT000074389	TALONG000000150	TALONT000074389	2	716	Antisense	ISM	Prefix	12	6	9	8
150	74391	TALONG000000150	TALONT000074391	TALONG000000150	TALONT000074391	2	728	Antisense	ISM	Prefix	50	16	25	46
150	74392	TALONG000000150	TALONT000074392	TALONG000000150	TALONT000074392	2	825	Antisense	ISM	Prefix	23	9	13	22
150	74396	TALONG000000150	TALONT000074396	TALONG000000150	TALONT000074396	2	726	Antisense	ISM	Prefix	34	7	19	21
150	74398	TALONG000000150	TALONT000074398	TALONG000000150	TALONT000074398	2	744	Antisense	ISM	Prefix	21	8	9	17
150	74444	TALONG000000150	TALONT000074444	TALONG000000150	TALONT000074444	2	756	Antisense	ISM	Prefix	32	7	27	34
160	74461	TALONG000000160	TALONT000074461	TALONG000000160	TALONT000074461	2	713	Antisense	ISM	Prefix	15	6	6	8
9	74478	R1_103	TALONT000074478	TALONG000000009	TALONT000074478	2	716	Known	ISM	Suffix	8	6	6	9
24	74513	R2_150	TALONT000074513	TALONG000000024	TALONT000074513	2	702	Known	ISM	Suffix	12	7	17	11
151	74631	TALONG000000151	TALONT000074631	TALONG000000151	TALONT000074631	3	727	Antisense	ISM	Prefix	15	5	10	13
150	75268	TALONG000000150	TALONT000075268	TALONG000000150	TALONT000075268	1	534	Antisense	ISM	None	1319	353	735	1180
28	75269	R2_153	TALONT000075269	TALONG000000028	TALONT000075269	1	523	Known	ISM	None	1554	371	862	1379
150	75275	TALONG000000150	TALONT000075275	TALONG000000150	TALONT000075275	2	588	Antisense	ISM	Prefix	39	6	19	18
23	75435	R2_151	TALONT000075435	TALONG000000023	TALONT000075435	5	494	Known	NIC	None	22	5	13	15
25	75642	R1_23	TALONT000075642	TALONG000000025	TALONT000075642	4	720	Known	ISM	Both	298	99	187	268
30	75643	R2_154	TALONT000075643	TALONG000000030	TALONT000075643	11	1689	Known	NIC	None	38	39	71	80
30	75644	R2_154	TALONT000075644	TALONG000000030	TALONT000075644	4	720	Known	ISM	Both	277	87	166	267
30	75646	R2_154	TALONT000075646	TALONG000000030	TALONT000075646	3	683	Known	ISM	Both	21	6	11	23
30	75647	R2_154	TALONT000075647	TALONG000000030	TALONT000075647	5	1002	Known	ISM	Prefix	24	8	13	23
30	75649	R2_154	TALONT000075649	TALONG000000030	TALONT000075649	4	716	Known	NNC	None	20	8	7	15
30	75654	R2_154	TALONT000075654	TALONG000000030	TALONT000075654	1	420	Known	ISM	None	16	6	17	15
25	75669	R1_23	TALONT000075669	TALONG000000025	TALONT000075669	3	683	Known	ISM	Both	26	13	16	18
25	75674	R1_23	TALONT000075674	TALONG000000025	TALONT000075674	2	539	Known	ISM	Suffix	15	8	16	17
25	75677	R1_23	TALONT000075677	TALONG000000025	TALONT000075677	4	827	Known	NIC	None	16	7	13	18
25	75679	R1_23	TALONT000075679	TALONG000000025	TALONT000075679	1	409	Known	ISM	None	17	5	6	7
25	75681	R1_23	TALONT000075681	TALONG000000025	TALONT000075681	6	1029	Known	ISM	Suffix	10	8	13	25
25	75687	R1_23	TALONT000075687	TALONG000000025	TALONT000075687	10	1595	Known	ISM	Suffix	7	6	7	16
30	75703	R2_154	TALONT000075703	TALONG000000030	TALONT000075703	10	1589	Known	ISM	Prefix	9	9	13	13
25	75751	R1_23	TALONT000075751	TALONG000000025	TALONT000075751	7	1202	Known	ISM	Suffix	5	6	10	13
24	76563	R2_150	TALONT000076563	TALONG000000024	TALONT000076563	1	410	Known	ISM	None	820	188	40	40
24	76564	R2_150	TALONT000076564	TALONG000000024	TALONT000076564	3	597	Known	ISM	None	14	5	8	18
24	76565	R2_150	TALONT000076565	TALONG000000024	TALONT000076565	9	1172	Known	ISM	Suffix	2894	1140	11	12
24	76568	R2_150	TALONT000076568	TALONG000000024	TALONT000076568	2	546	Known	ISM	Both	143	30	5	13
61	76571	R1_22	TALONT000076571	TALONG000000061	TALONT000076571	1	145	Known	ISM	None	1139	235	31	55
61	76577	R1_22	TALONT000076577	TALONG000000061	TALONT000076577	6	1039	Known	ISM	Prefix	76	23	55	95
24	76595	R2_150	TALONT000076595	TALONG000000024	TALONT000076595	6	1044	Known	ISM	Suffix	306	120	232	336
24	76605	R2_150	TALONT000076605	TALONG000000024	TALONT000076605	6	1039	Known	ISM	Suffix	24	11	14	26
24	76608	R2_150	TALONT000076608	TALONG000000024	TALONT000076608	6	1041	Known	NIC	None	39	14	28	49
61	76648	R1_22	TALONT000076648	TALONG000000061	TALONT000076648	6	1038	Known	ISM	Prefix	46	13	27	33
61	76649	R1_22	TALONT000076649	TALONG000000061	TALONT000076649	5	946	Known	ISM	Suffix	11	9	9	18
61	76651	R1_22	TALONT000076651	TALONG000000061	TALONT000076651	4	750	Known	ISM	Both	34	8	18	31
24	76683	R2_150	TALONT000076683	TALONG000000024	TALONT000076683	4	753	Known	ISM	Both	23	7	14	22
61	76792	R1_22	TALONT000076792	TALONG000000061	TALONT000076792	6	1039	Known	NIC	None	21	7	15	20
24	76831	R2_150	TALONT000076831	TALONG000000024	TALONT000076831	6	1036	Known	ISM	Suffix	18	10	22	28
24	76893	R2_150	TALONT000076893	TALONG000000024	TALONT000076893	6	1039	Known	ISM	Suffix	28	14	27	43
148	80898	TALONG000000148	TALONT000080898	TALONG000000148	TALONT000080898	4	764	Antisense	NNC	None	219	89	11	25
148	80899	TALONG000000148	TALONT000080899	TALONG000000148	TALONT000080899	4	769	Antisense	ISM	Prefix	7130	2560	559	840
24	80902	R2_150	TALONT000080902	TALONG000000024	TALONT000080902	4	746	Known	NNC	None	99	25	6	11
148	80906	TALONG000000148	TALONT000080906	TALONG000000148	TALONT000080906	4	755	Antisense	NNC	None	63	17	6	6
148	80907	TALONG000000148	TALONT000080907	TALONG000000148	TALONT000080907	4	761	Antisense	NNC	None	126	32	9	6
24	80911	R2_150	TALONT000080911	TALONG000000024	TALONT000080911	3	264	Known	ISM	Prefix	225	16	15	15
24	80921	R2_150	TALONT000080921	TALONG000000024	TALONT000080921	4	755	Known	NIC	None	71	30	8	12
24	80980	R2_150	TALONT000080980	TALONG000000024	TALONT000080980	5	771	Known	NIC	None	535	164	41	45
148	81164	TALONG000000148	TALONT000081164	TALONG000000148	TALONT000081164	4	746	Antisense	NIC	None	64	29	6	6
163	81210	TALONG000000163	TALONT000081210	TALONG000000163	TALONT000081210	5	771	Antisense	NIC	None	542	185	42	46
163	81214	TALONG000000163	TALONT000081214	TALONG000000163	TALONT000081214	4	750	Antisense	NIC	None	126	42	9	17
24	81537	R2_150	TALONT000081537	TALONG000000024	TALONT000081537	3	652	Known	ISM	Suffix	583	177	43	82
148	81539	TALONG000000148	TALONT000081539	TALONG000000148	TALONT000081539	3	651	Antisense	ISM	Prefix	491	179	39	60
160	81620	TALONG000000160	TALONT000081620	TALONG000000160	TALONT000081620	6	1846	Antisense	ISM	Prefix	1598	2293	211	295
160	81630	TALONG000000160	TALONT000081630	TALONG000000160	TALONT000081630	6	1843	Antisense	ISM	Prefix	86	110	11	17
160	81635	TALONG000000160	TALONT000081635	TALONG000000160	TALONT000081635	6	1123	Antisense	ISM	Both	892	500	81	122
160	81647	TALONG000000160	TALONT000081647	TALONG000000160	TALONT000081647	5	763	Antisense	ISM	Suffix	285	91	22	23
160	81650	TALONG000000160	TALONT000081650	TALONG000000160	TALONT000081650	6	1116	Antisense	NNC	None	45	27	6	8
160	81665	TALONG000000160	TALONT000081665	TALONG000000160	TALONT000081665	4	631	Antisense	ISM	Suffix	189	65	11	15
160	81670	TALONG000000160	TALONT000081670	TALONG000000160	TALONT000081670	6	746	Antisense	NIC	None	200	139	17	17
160	81696	TALONG000000160	TALONT000081696	TALONG000000160	TALONT000081696	6	1841	Antisense	ISM	Suffix	116	138	9	22
160	81726	TALONG000000160	TALONT000081726	TALONG000000160	TALONT000081726	6	1123	Antisense	NIC	None	28	17	5	6
24	81728	R2_150	TALONT000081728	TALONG000000024	TALONT000081728	6	1123	Known	ISM	Suffix	1025	602	89	148
24	81729	R2_150	TALONT000081729	TALONG000000024	TALONT000081729	5	686	Known	ISM	Prefix	478	117	28	45
24	81737	R2_150	TALONT000081737	TALONG000000024	TALONT000081737	6	1181	Known	NIC	None	74	87	11	12
24	81742	R2_150	TALONT000081742	TALONG000000024	TALONT000081742	6	1174	Known	NIC	None	119	139	19	20
24	81746	R2_150	TALONT000081746	TALONG000000024	TALONT000081746	4	442	Known	ISM	Prefix	342	127	19	26
24	81752	R2_150	TALONT000081752	TALONG000000024	TALONT000081752	3	599	Known	NIC	None	98	19	5	7
24	81774	R2_150	TALONT000081774	TALONG000000024	TALONT000081774	4	632	Known	NIC	None	67	18	5	10
24	81800	R2_150	TALONT000081800	TALONG000000024	TALONT000081800	6	1121	Known	NIC	None	229	126	13	29
24	81912	R2_150	TALONT000081912	TALONG000000024	TALONT000081912	7	1244	Known	NIC	None	18	9	6	9
160	84164	TALONG000000160	TALONT000084164	TALONG000000160	TALONT000084164	6	1121	Antisense	ISM	Suffix	35	22	5	5
160	84171	TALONG000000160	TALONT000084171	TALONG000000160	TALONT000084171	6	1115	Antisense	NIC	None	42	42	7	8
160	84580	TALONG000000160	TALONT000084580	TALONG000000160	TALONT000084580	6	1114	Antisense	NIC	None	46	20	5	11
24	87390	R2_150	TALONT000087390	TALONG000000024	TALONT000087390	4	1670	Known	ISM	Suffix	108	90	10	18
24	87395	R2_150	TALONT000087395	TALONG000000024	TALONT000087395	4	945	Known	ISM	Suffix	83	44	7	12
160	87398	TALONG000000160	TALONT000087398	TALONG000000160	TALONT000087398	4	829	Antisense	ISM	Both	299	99	17	27
160	87424	TALONG000000160	TALONT000087424	TALONG000000160	TALONT000087424	4	945	Antisense	ISM	Prefix	90	22	5	12
160	87865	TALONG000000160	TALONT000087865	TALONG000000160	TALONT000087865	3	1523	Antisense	ISM	Prefix	646	293	52	79
24	87867	R2_150	TALONT000087867	TALONG000000024	TALONT000087867	3	677	Known	ISM	Suffix	558	271	38	65
24	87868	R2_150	TALONT000087868	TALONG000000024	TALONT000087868	3	424	Known	ISM	Suffix	282	113	20	44
160	87875	TALONG000000160	TALONT000087875	TALONG000000160	TALONT000087875	3	793	Antisense	ISM	Prefix	284	102	19	40
24	88792	R2_150	TALONT000088792	TALONG000000024	TALONT000088792	2	1225	Known	ISM	Suffix	322	118	20	34
148	88793	TALONG000000148	TALONT000088793	TALONG000000148	TALONT000088793	2	567	Antisense	ISM	Prefix	622	221	48	57
148	88795	TALONG000000148	TALONT000088795	TALONG000000148	TALONT000088795	2	750	Antisense	ISM	Prefix	484	179	43	45
24	88796	R2_150	TALONT000088796	TALONG000000024	TALONT000088796	2	561	Known	ISM	Suffix	347	127	26	23
148	89401	TALONG000000148	TALONT000089401	TALONG000000148	TALONT000089401	1	308	Antisense	ISM	None	13616	4955	763	902
24	89402	R2_150	TALONT000089402	TALONG000000024	TALONT000089402	1	320	Known	ISM	None	9260	2415	391	488
24	89410	R2_150	TALONT000089410	TALONG000000024	TALONT000089410	2	743	Known	ISM	Suffix	94	28	6	7
24	89413	R2_150	TALONT000089413	TALONG000000024	TALONT000089413	2	736	Known	ISM	Suffix	72	43	8	7
24	89418	R2_150	TALONT000089418	TALONG000000024	TALONT000089418	2	759	Known	ISM	Suffix	35	10	5	5
24	89428	R2_150	TALONT000089428	TALONG000000024	TALONT000089428	2	337	Known	ISM	Suffix	398	89	14	18
160	89446	TALONG000000160	TALONT000089446	TALONG000000160	TALONT000089446	2	738	Antisense	ISM	Prefix	91	38	5	13
160	89455	TALONG000000160	TALONT000089455	TALONG000000160	TALONT000089455	2	1013	Antisense	ISM	Prefix	53	22	6	6
160	89460	TALONG000000160	TALONT000089460	TALONG000000160	TALONT000089460	2	337	Antisense	ISM	Prefix	801	251	46	53
160	89479	TALONG000000160	TALONT000089479	TALONG000000160	TALONT000089479	2	331	Antisense	ISM	Prefix	107	41	5	6
160	89491	TALONG000000160	TALONT000089491	TALONG000000160	TALONT000089491	2	757	Antisense	ISM	Prefix	61	21	5	7
24	89499	R2_150	TALONT000089499	TALONG000000024	TALONT000089499	2	1004	Known	ISM	Suffix	110	39	11	9
24	89609	R2_150	TALONT000089609	TALONG000000024	TALONT000089609	2	1011	Known	ISM	Suffix	107	31	12	13
160	89771	TALONG000000160	TALONT000089771	TALONG000000160	TALONT000089771	2	1029	Antisense	ISM	Prefix	98	24	8	7
163	89776	TALONG000000163	TALONT000089776	TALONG000000163	TALONT000089776	2	617	Antisense	ISM	Prefix	37	8	7	5
163	91621	TALONG000000163	TALONT000091621	TALONG000000163	TALONT000091621	6	1087	Antisense	ISM	Prefix	1632	739	1059	1802
160	91622	TALONG000000160	TALONT000091622	TALONG000000160	TALONT000091622	5	1079	Antisense	NIC	None	132	37	70	125
163	91623	TALONG000000163	TALONT000091623	TALONG000000163	TALONT000091623	6	1094	Antisense	ISM	Prefix	5220	2298	3641	5466
163	91625	TALONG000000163	TALONT000091625	TALONG000000163	TALONT000091625	5	1076	Antisense	ISM	Both	32090	14155	20775	34707
160	91626	TALONG000000160	TALONT000091626	TALONG000000160	TALONT000091626	4	1073	Antisense	ISM	Prefix	248	97	178	305
163	91627	TALONG000000163	TALONT000091627	TALONG000000163	TALONT000091627	4	1072	Antisense	ISM	Prefix	1731	726	1086	1832
163	91628	TALONG000000163	TALONT000091628	TALONG000000163	TALONT000091628	5	1078	Antisense	NIC	None	206	98	143	218
163	91629	TALONG000000163	TALONT000091629	TALONG000000163	TALONT000091629	4	1051	Antisense	ISM	Prefix	1246	492	767	1233
160	91631	TALONG000000160	TALONT000091631	TALONG000000160	TALONT000091631	5	1098	Antisense	NIC	None	10	7	11	12
160	91632	TALONG000000160	TALONT000091632	TALONG000000160	TALONT000091632	6	1096	Antisense	NIC	None	301	117	203	358
160	91634	TALONG000000160	TALONT000091634	TALONG000000160	TALONT000091634	4	1076	Antisense	NIC	None	677	253	432	714
160	91635	TALONG000000160	TALONT000091635	TALONG000000160	TALONT000091635	5	1072	Antisense	NIC	None	28	19	26	55
160	91636	TALONG000000160	TALONT000091636	TALONG000000160	TALONT000091636	5	1090	Antisense	NIC	None	192	99	143	234
163	91637	TALONG000000163	TALONT000091637	TALONG000000163	TALONT000091637	5	1081	Antisense	NIC	None	278	111	190	302
160	91638	TALONG000000160	TALONT000091638	TALONG000000160	TALONT000091638	6	1087	Antisense	NNC	None	9	8	8	10
163	91639	TALONG000000163	TALONT000091639	TALONG000000163	TALONT000091639	5	1076	Antisense	ISM	Prefix	468	203	308	535
163	91640	TALONG000000163	TALONT000091640	TALONG000000163	TALONT000091640	5	1073	Antisense	ISM	Prefix	194	97	113	240
160	91641	TALONG000000160	TALONT000091641	TALONG000000160	TALONT000091641	5	1084	Antisense	NIC	None	153	71	106	159
160	91644	TALONG000000160	TALONT000091644	TALONG000000160	TALONT000091644	5	1054	Antisense	NIC	None	150	69	97	157
